avg_call_stack, crate, fn_decl, callee, effect, dir, file, line, col
4, bytes, bytes::bytes::Bytes::inc_start, core::ptr::const_ptr::add, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 514, 28
7, bytes, bytes::bytes::release_shared, bytes::bytes::release_shared::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1218, 6
1, bytes, bytes::bytes::promotable_odd_to_vec, bytes::bytes::promotable_to_vec, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1007, 4
1, bytes, bytes::bytes_mut::shared_v_clone, bytes::bytes_mut::increment_shared, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1713, 4
3, bytes, bytes::bytes::Bytes::slice, core::ptr::const_ptr::add, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 275, 35
7, bytes, bytes::bytes::shallow_clone_arc, bytes::bytes::shallow_clone_arc::shared, [PtrDeref], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1106, 21
2, bytes, bytes::bytes::Bytes::split_off, bytes::bytes::Bytes::inc_start, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 382, 21
1, bytes, bytes::bytes::promotable_even_to_vec, bytes::bytes::promotable_to_vec, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 974, 4
5, bytes, bytes::bytes::shared_to_vec_impl, bytes::bytes::release_shared, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1090, 8
1, bytes, bytes::bytes_mut::shared_v_clone, bytes::bytes::Bytes::with_vtable, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1716, 4
1, bytes, bytes::bytes::promotable_even_drop, bytes::bytes::free_boxed_slice, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 989, 12
5, bytes, bytes::bytes::shared_to_vec_impl, alloc::vec::Vec::from_raw_parts, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1087, 8
6, bytes, bytes::bytes_mut::rebuild_vec, alloc::vec::Vec::from_raw_parts, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1700, 4
1, bytes, bytes::bytes::promotable_odd_clone, bytes::bytes::shallow_clone_arc, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 999, 8
8, bytes, bytes::bytes_mut::vptr, core::ptr::non_null::NonNull::new_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1662, 17
1, bytes, bytes::bytes_mut::shared_v_drop, CLOSURE::data::packages::src::bytes_mut::1742::18, [ClosureCreation], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1742, 18
3, bytes, bytes::bytes_mut::BytesMut::shallow_clone, core::ptr::read, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 972, 12
7, bytes, bytes::bytes::release_shared, bytes::bytes::release_shared::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1194, 9
3, bytes, bytes::bytes::free_boxed_slice, alloc::alloc::dealloc, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1027, 4
1, bytes, bytes::bytes::static_to_vec, core::slice::raw::from_raw_parts, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 912, 16
8, bytes, bytes::buf::limit::Limit::advance_mut, bytes::buf::buf_mut::BufMut::advance_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src/buf, limit.rs, 72, 19
1, bytes, bytes::bytes::promotable_odd_drop, bytes::bytes::release_shared, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1016, 12
1, bytes, bytes::bytes::promotable_even_drop, CLOSURE::data::packages::src::bytes::980::18, [ClosureCreation], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 980, 18
3, bytes, bytes::bytes_mut::BytesMut::shallow_clone, core::ptr::read, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 975, 12
2, bytes, bytes::buf::buf_impl::Buf::copy_to_slice, core::intrinsics::copy_nonoverlapping, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src/buf, buf_impl.rs, 263, 16
1, bytes, bytes::bytes::shared_drop, bytes::bytes::release_shared, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1101, 8
1, bytes, bytes::bytes::static_clone, core::slice::raw::from_raw_parts, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 907, 16
1, bytes, bytes::bytes::promotable_odd_clone, bytes::bytes::shallow_clone_vec, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1002, 8
1, bytes, bytes::bytes::promotable_odd_drop, bytes::bytes::free_boxed_slice, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1020, 12
5, bytes, bytes::bytes::shared_to_vec_impl, core::intrinsics::copy, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1085, 8
5, bytes, bytes::bytes::shared_to_vec_impl, core::slice::raw::from_raw_parts, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1089, 16
7, bytes, bytes::bytes_mut::release_shared, bytes::bytes_mut::release_shared::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1370, 6
7, bytes, bytes::bytes_mut::BytesMut::promote_to_shared, bytes::bytes_mut::rebuild_vec, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 948, 17
6, bytes, bytes::bytes_mut::rebuild_vec, core::ptr::mut_ptr::offset, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes_mut.rs, 1696, 18
3, bytes, bytes::bytes::promotable_to_vec, alloc::vec::Vec::from_raw_parts, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 969, 8
2, bytes, bytes::buf::uninit_slice::UninitSlice::from_raw_parts_mut, core::slice::raw::from_raw_parts_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src/buf, uninit_slice.rs, 50, 12
3, bytes, bytes::bytes::promotable_to_vec, core::intrinsics::copy, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 967, 8
1, bytes, bytes::bytes::promotable_odd_drop, CLOSURE::data::packages::src::bytes::1011::18, [ClosureCreation], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1011, 18
1, bytes, bytes::bytes::shared_to_vec, bytes::bytes::shared_to_vec_impl, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1096, 4
1, bytes, bytes::bytes::shared_drop, CLOSURE::data::packages::src::bytes::1100::18, [ClosureCreation], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1100, 18
1, bytes, bytes::bytes::shared_clone, bytes::bytes::shallow_clone_arc, [UnsafeCall], data/packages/hyper-0.14.27-packages/bytes-1.4.0/src, bytes.rs, 1063, 4
5, futures_channel, futures_channel::mpsc::Receiver::next_message, futures_channel::mpsc::queue::Queue::pop_spin, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-channel-0.3.28/src/mpsc, mod.rs, 999, 43
5, futures_channel, futures_channel::mpsc::UnboundedReceiver::next_message, futures_channel::mpsc::queue::Queue::pop_spin, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-channel-0.3.28/src/mpsc, mod.rs, 1167, 43
2, futures_channel, futures_channel::mpsc::Receiver::close, futures_channel::mpsc::queue::Queue::pop_spin, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-channel-0.3.28/src/mpsc, mod.rs, 970, 63
19, futures_channel, futures_channel::mpsc::queue::Queue::pop_spin, futures_channel::mpsc::queue::Queue::pop, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-channel-0.3.28/src/mpsc, queue.rs, 141, 23
6, futures_channel, futures_channel::mpsc::Receiver::unpark_one, futures_channel::mpsc::queue::Queue::pop_spin, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-channel-0.3.28/src/mpsc, mod.rs, 1034, 60
20, futures_channel, futures_channel::mpsc::queue::Queue::pop, core::cell::UnsafeCell::get, [PtrDeref], data/packages/hyper-0.14.27-packages/futures-channel-0.3.28/src/mpsc, queue.rs, 116, 20
4, futures_task, futures_task::future_obj::Pin::into_raw, core::pin::Pin::get_unchecked_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 200, 22
1, futures_task, futures_task::waker::wake_arc_raw, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 46, 22
2, futures_task, futures_task::future_obj::LocalFutureObj::new, futures_task::future_obj::remove_drop_lifetime, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 48, 30
4, futures_task, futures_task::waker::waker_vtable, futures_task::waker::wake_by_ref_arc_raw, [FnPtrCreation], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 10, 8
3, futures_task, futures_task::future_obj::remove_drop_lifetime, core::intrinsics::transmute, [FFI Call], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 39, 4
3, futures_task, futures_task::future_obj::remove_future_lifetime, core::intrinsics::transmute, [FFI Call], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 32, 4
1, futures_task, futures_task::waker::drop_arc_raw, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 58, 9
2, futures_task, futures_task::future_obj::LocalFutureObj::poll, core::pin::Pin::new_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 84, 17
1, futures_task, futures_task::waker_ref::WakerRef::new, core::ptr::read, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker_ref.rs, 25, 47
4, futures_task, futures_task::waker::waker_vtable, futures_task::waker::clone_arc_raw, [FnPtrCreation], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 8, 8
4, futures_task, futures_task::waker::waker_vtable, futures_task::waker::wake_arc_raw, [FnPtrCreation], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 9, 8
1, futures_task, futures_task::waker_ref::waker_ref, core::task::wake::Waker::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker_ref.rs, 64, 35
2, futures_task, futures_task::waker::increase_refcount, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 34, 37
2, futures_task, futures_task::future_obj::LocalFutureObj::poll, futures_task::future_obj::LocalFutureObj::future, [PtrDeref], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 84, 42
1, futures_task, futures_task::waker::wake_by_ref_arc_raw, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 53, 37
4, futures_task, futures_task::future_obj::Pin::into_raw, core::pin::Pin::get_unchecked_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 208, 22
3, futures_task, futures_task::future_obj::remove_drop_lifetime, futures_task::future_obj::remove_drop_lifetime::ptr, [FnPtrCreation], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 39, 19
1, futures_task, futures_task::noop_waker::noop_waker, core::task::wake::Waker::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, noop_waker.rs, 31, 13
1, futures_task, futures_task::waker::waker, core::task::wake::Waker::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 25, 13
1, futures_task, futures_task::waker::clone_arc_raw, futures_task::waker::increase_refcount, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 41, 4
4, futures_task, futures_task::waker::waker_vtable, futures_task::waker::drop_arc_raw, [FnPtrCreation], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, waker.rs, 11, 8
2, futures_task, futures_task::future_obj::LocalFutureObj::new, futures_task::future_obj::remove_future_lifetime, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 47, 29
2, futures_task, futures_task::future_obj::LocalFutureObj::new, futures_task::future_obj::UnsafeFutureObj::drop, [FnPtrCreation], data/packages/hyper-0.14.27-packages/futures-task-0.3.28/src, future_obj.rs, 48, 51
1, futures_util, futures_util::stream::futures_unordered::iter::Iterator::next, core::pin::Pin::new_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, iter.rs, 95, 17
1, futures_util, futures_util::io::cursor::futures_io::AsyncRead::poll_read, std::io::Read::read, std::io, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, cursor.rs, 165, 20
1, futures_util, futures_util::io::read_to_string::read_to_string_internal, std::mem::swap, std::mem, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, read_to_string.rs, 44, 8
1, futures_util, futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue::dequeue, UNKNOWN_METHOD::load, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, ready_to_run_queue.rs, 69, 21
1, futures_util, futures_util::future::future::shared::futures_core::future::Future::poll, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future/future, shared.rs, 320, 51
1, futures_util, futures_util::lock::bilock::core::ops::Deref::deref, UNKNOWN_METHOD::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 238, 41
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::unlink, core::ptr::null_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 337, 31
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::iter_pin_mut, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 223, 75
1, futures_util, futures_util::future::future::shared::Inner::take_or_clone_output, UNKNOWN_METHOD::output, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future/future, shared.rs, 242, 32
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::clear_head_all, UNKNOWN_METHOD::unlink, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 572, 37
1, futures_util, futures_util::stream::futures_unordered::mod::IntoIterator::into_iter, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 627, 75
1, futures_util, futures_util::lock::bilock::core::ops::DerefMut::deref_mut, UNKNOWN_METHOD::unwrap, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 244, 54
1, futures_util, futures_util::lock::mutex::std::ops::DerefMut::deref_mut, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, mutex.rs, 443, 40
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::link, UNKNOWN_METHOD::pending_next_all, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 303, 43
1, futures_util, futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue::dequeue, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, ready_to_run_queue.rs, 78, 23
1, futures_util, futures_util::io::read_to_string::read_to_string_internal, std::io::Error::new, std::io, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, read_to_string.rs, 39, 16
1, futures_util, futures_util::future::future::shared::Inner::take_or_clone_output, UNKNOWN_METHOD::clone, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future/future, shared.rs, 242, 41
1, futures_util, futures_util::future::join_all::iter_pin_mut, CLOSURE::data::packages::src::future::join_all::22::56, [ClosureCreation], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, join_all.rs, 22, 56
1, futures_util, futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue::clear, super::abort::abort, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, ready_to_run_queue.rs, 104, 41
1, futures_util, futures_util::io::buf_writer::BufWriter::write_to_buffer_unchecked, std::ptr::copy_nonoverlapping, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, buf_writer.rs, 128, 8
1, futures_util, futures_util::future::join_all::iter_pin_mut, UNKNOWN_METHOD::get_unchecked_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, join_all.rs, 22, 19
1, futures_util, futures_util::future::try_maybe_done::futures_core::future::Future::poll, futures_core::task::Poll::Ready, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, try_maybe_done.rs, 83, 31
1, futures_util, futures_util::io::buf_writer::BufWriter::write_to_buffer_unchecked, UNKNOWN_METHOD::len, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, buf_writer.rs, 125, 26
1, futures_util, futures_util::lock::mutex::Mutex::get_mut, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, mutex.rs, 159, 34
1, futures_util, futures_util::lock::bilock::BiLock::unlock, alloc::boxed::Box::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 183, 16
1, futures_util, futures_util::io::read_to_string::read_to_string_internal, CLOSURE::data::packages::src::io::read_to_string::38::33, [ClosureCreation], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, read_to_string.rs, 38, 33
1, futures_util, futures_util::io::read_to_end::read_to_end_internal, UNKNOWN_METHOD::capacity, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, read_to_end.rs, 60, 37
1, futures_util, futures_util::future::maybe_done::futures_core::future::Future::poll, Self::Done, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, maybe_done.rs, 96, 29
1, futures_util, futures_util::compat::compat03as01::Current::clone, crate::task::self::waker, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/compat, compat03as01.rs, 169, 54
1, futures_util, futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue::dequeue, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, ready_to_run_queue.rs, 58, 23
1, futures_util, futures_util::stream::futures_unordered::mod::futures_core::stream::Stream::poll_next, core::pin::Pin::new_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 516, 38
1, futures_util, futures_util::future::either::Either::as_pin_mut, Either::Left, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, either.rs, 59, 47
1, futures_util, futures_util::stream::stream::flatten_unordered::WrappedWaker::replace_waker, UNKNOWN_METHOD::waker, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/stream, flatten_unordered.rs, 213, 41
1, futures_util, futures_util::lock::bilock::core::ops::DerefMut::deref_mut, UNKNOWN_METHOD::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 244, 45
1, futures_util, futures_util::lock::bilock::Inner::into_value, UNKNOWN_METHOD::unwrap, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 191, 26
1, futures_util, futures_util::stream::futures_unordered::iter::Iterator::next, core::pin::Pin::new_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, iter.rs, 138, 17
1, futures_util, futures_util::future::try_maybe_done::TryMaybeDone::take_output, core::mem::replace, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, try_maybe_done.rs, 56, 18
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::unlink, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 340, 30
1, futures_util, futures_util::lock::bilock::BiLock::poll_lock, Some, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 123, 28
1, futures_util, futures_util::compat::compat03as01::Current::as_waker, futures_core::task::RawWaker::new, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/compat, compat03as01.rs, 181, 36
1, futures_util, futures_util::io::buf_writer::BufWriter::write_to_buffer_unchecked, UNKNOWN_METHOD::add, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, buf_writer.rs, 127, 40
1, futures_util, futures_util::future::try_maybe_done::futures_core::future::Future::poll, UNKNOWN_METHOD::set, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, try_maybe_done.rs, 80, 36
1, futures_util, futures_util::lock::mutex::MappedMutexGuard::map, std::mem::forget, std::mem, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, mutex.rs, 481, 8
1, futures_util, futures_util::stream::stream::flatten_unordered::WrappedWaker::replace_waker, UNKNOWN_METHOD::into, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/stream, flatten_unordered.rs, 213, 57
1, futures_util, futures_util::compat::compat01as03::From::from, Box::into_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/compat, compat01as03.rs, 332, 27
1, futures_util, futures_util::io::buf_writer::BufWriter::write_to_buffer_unchecked, UNKNOWN_METHOD::as_ptr, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, buf_writer.rs, 126, 22
1, futures_util, futures_util::io::cursor::futures_io::AsyncRead::poll_read_vectored, std::io::Read::read_vectored, std::io, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, cursor.rs, 173, 20
1, futures_util, futures_util::lock::bilock::BiLock::poll_lock, UNKNOWN_METHOD::waker, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 105, 31
1, futures_util, futures_util::lock::bilock::BiLockGuard::as_pin_mut, UNKNOWN_METHOD::unwrap, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 253, 73
1, futures_util, futures_util::stream::futures_unordered::iter::Iterator::next, Some, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, iter.rs, 66, 12
1, futures_util, futures_util::stream::futures_unordered::iter::Iterator::next, UNKNOWN_METHOD::unwrap, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, iter.rs, 129, 63
1, futures_util, futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue::enqueue, UNKNOWN_METHOD::swap, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, ready_to_run_queue.rs, 40, 33
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::unlink, UNKNOWN_METHOD::pending_next_all, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 336, 33
1, futures_util, futures_util::future::try_maybe_done::TryMaybeDone::take_output, UNKNOWN_METHOD::get_unchecked_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future, try_maybe_done.rs, 56, 36
1, futures_util, futures_util::future::future::remote_handle::remote_handle, std::panic::AssertUnwindSafe, std::panic, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future/future, remote_handle.rs, 120, 16
1, futures_util, futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue::clear, alloc::sync::Arc::from_raw, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, ready_to_run_queue.rs, 105, 43
1, futures_util, futures_util::compat::compat03as01::Current::wake, UNKNOWN_METHOD::notify, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/compat, compat03as01.rs, 175, 34
1, futures_util, futures_util::stream::futures_unordered::mod::FuturesUnordered::link, UNKNOWN_METHOD::get, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/stream/futures_unordered, mod.rs, 315, 34
1, futures_util, futures_util::compat::compat03as01::Current::clone, UNKNOWN_METHOD::clone, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/compat, compat03as01.rs, 170, 36
1, futures_util, futures_util::future::future::shared::futures_core::future::Future::poll, futures_core::task::Poll::Ready, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future/future, shared.rs, 294, 32
1, futures_util, futures_util::lock::bilock::core::ops::Deref::deref, UNKNOWN_METHOD::unwrap, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/lock, bilock.rs, 238, 50
1, futures_util, futures_util::future::future::catch_unwind::futures_core::future::Future::poll, std::panic::catch_unwind, std::panic, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/future/future, catch_unwind.rs, 36, 8
1, futures_util, futures_util::io::read_line::read_line_internal, CLOSURE::data::packages::src::io::read_line::38::33, [ClosureCreation], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, read_line.rs, 38, 33
1, futures_util, futures_util::compat::compat01as03::futures_01::executor::UnsafeNotify::clone_raw, WakerToHandle, [UnsafeCall], data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/compat, compat01as03.rs, 344, 8
1, futures_util, futures_util::io::cursor::futures_io::AsyncSeek::poll_seek, std::io::Seek::seek, std::io, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, cursor.rs, 155, 20
1, futures_util, futures_util::io::cursor::futures_io::AsyncBufRead::poll_fill_buf, std::io::BufRead::fill_buf, std::io, data/packages/hyper-0.14.27-packages/futures-util-0.3.28/src/io, cursor.rs, 182, 20
